festival_name,alternate_names,category,season_month,date_range,states_regions,cities_markets,cultural_significance,rituals,customer_behavior,demand_level,peak_period,product_categories,service_categories,merchant_type,customer_segment,payment_behavior,offers,payment_incentives,marketing_opportunity,inventory_needs,staffing_needs,logistics_needs,business_risks,merchant_scenario,recommended_action,confidence,reason
Onam,Thiruvonam; Onam Festival,Major regional cultural festival,Monsoon / August-September,10-day traditional festival; dates vary annually,Kerala; Malayali communities across India,Thrissur,"Harvest and cultural festival associated with King Mahabali, family reunions and prosperity",Pookalam; Onam sadya; Vallam Kali; traditional dress; temple visits,Bulk buying and family-oriented shopping increases,High,7-10 days before Thiruvonam through the main day,fashion: kasavu sarees and traditional wear,home delivery,jewellery store,young adults,Mixed cash and UPI; customers use QR payments at neighbourhood merchants,Buy-more-save-more on festive essentials,Small instant discount for digital payment,Geo-target Thrissur customers with festival-specific messaging for kasavu sarees and traditional wear; start before the peak window.,Prioritize kasavu sarees and traditional wear; maintain safety stock and faster replenishment during peak days.,Add packing and delivery staff for peak order windows,Coordinate supplier replenishment before peak days,Price competition and promotion margin pressure,Synthetic/example scenario: A jewellery store in Thrissur sees rising kasavu sarees and traditional wear demand from young adults customers.,Offer a minimum-order free-delivery threshold and track hourly demand,0.79,"Synthetic example: Onam demand in Thrissur typically concentrates around 7-10 days before thiruvonam through the main day, with upi dominates quick purchases; cards used for higher-value orders; kasavu sarees and traditional wear is relevant to the selected merchant segment."
Onam,Thiruvonam; Onam Festival,Major regional cultural festival,Monsoon / August-September,10-day traditional festival; dates vary annually,Kerala; Malayali communities across India,Kozhikode,"Harvest and cultural festival associated with King Mahabali, family reunions and prosperity",Pookalam; Onam sadya; Vallam Kali; traditional dress; temple visits,Bulk buying and family-oriented shopping increases,Very High,7-10 days before Thiruvonam through the main day,electronics: home appliances,event services,home-services provider,migrant households,Mixed cash and UPI; customers use QR payments at neighbourhood merchants,5-10% category discount during peak week,UPI cashback or merchant-funded QR incentive,Geo-target Kozhikode customers with festival-specific messaging for home appliances; start before the peak window.,Prioritize home appliances; maintain safety stock and faster replenishment during peak days.,Add 1-2 sales/counter staff during peak hours,Increase last-mile capacity and packing material,Stockouts on fast-moving SKUs and late replenishment,Synthetic/example scenario: A home-services provider in Kozhikode sees rising home appliances demand from migrant households customers.,Increase home appliances inventory by 20-35% and set a daily reorder threshold,0.89,"Synthetic example: Onam demand in Kozhikode typically concentrates around 7-10 days before thiruvonam through the main day, with mixed cash and upi; customers use qr payments at neighbourhood merchants; home appliances is relevant to the selected merchant segment."
Onam,Thiruvonam; Onam Festival,Major regional cultural festival,Monsoon / August-September,10-day traditional festival; dates vary annually,Kerala; Malayali communities across India,Kozhikode,"Harvest and cultural festival associated with King Mahabali, family reunions and prosperity",Pookalam; Onam sadya; Vallam Kali; traditional dress; temple visits,Gift-oriented and convenience-driven purchases increase,High,7-10 days before Thiruvonam through the main day,jewellery: gold jewellery,event services,home-services provider,office-goers,UPI dominates quick purchases; cards used for higher-value orders,Buy-more-save-more on festive essentials,UPI cashback or merchant-funded QR incentive,Geo-target Kozhikode customers with festival-specific messaging for gold jewellery; start before the peak window.,Prioritize gold jewellery; maintain safety stock and faster replenishment during peak days.,Add packing and delivery staff for peak order windows,Pre-book local delivery slots and optimize routes,Price competition and promotion margin pressure,Synthetic/example scenario: A home-services provider in Kozhikode sees rising gold jewellery demand from office-goers customers.,Increase gold jewellery inventory by 20-35% and set a daily reorder threshold,0.9,"Synthetic example: Onam demand in Kozhikode typically concentrates around 7-10 days before thiruvonam through the main day, with digital payments increase during peak hours; contactless/card usage for premium purchases; gold jewellery is relevant to the selected merchant segment."
Onam,Thiruvonam; Onam Festival,Major regional cultural festival,Monsoon / August-September,10-day traditional festival; dates vary annually,Kerala; Malayali communities across India,Thiruvananthapuram,"Harvest and cultural festival associated with King Mahabali, family reunions and prosperity",Pookalam; Onam sadya; Vallam Kali; traditional dress; temple visits,Peak-hour walk-ins and quick digital orders increase,High,Early planning window; 10-15 days before festival,jewellery: gold jewellery,event services,restaurant,local communities,UPI dominates quick purchases; cards used for higher-value orders,Festival bundle discount with minimum order value,Small instant discount for digital payment,Geo-target Thiruvananthapuram customers with festival-specific messaging for gold jewellery; start before the peak window.,Prioritize gold jewellery; maintain safety stock and faster replenishment during peak days.,Add 1-2 sales/counter staff during peak hours,Increase last-mile capacity and packing material,Cash-handling and reconciliation issues during peak hours,Synthetic/example scenario: A restaurant in Thiruvananthapuram sees rising gold jewellery demand from local communities customers.,Increase gold jewellery inventory by 20-35% and set a daily reorder threshold,0.84,"Synthetic example: Onam demand in Thiruvananthapuram typically concentrates around early planning window; 10-15 days before festival, with high upi usage for small and medium tickets; cash remains relevant for local purchases; gold jewellery is relevant to the selected merchant segment."
Onam,Thiruvonam; Onam Festival,Major regional cultural festival,Monsoon / August-September,10-day traditional festival; dates vary annually,Kerala; Malayali communities across India,Thrissur,"Harvest and cultural festival associated with King Mahabali, family reunions and prosperity",Pookalam; Onam sadya; Vallam Kali; traditional dress; temple visits,Customers compare prices and respond to bundles,High,7-10 days before Thiruvonam through the main day,"grocery: rice, coconut, vegetables and sadya ingredients",travel booking,delivery merchant,families,High UPI usage for small and medium tickets; cash remains relevant for local purchases,5-10% category discount during peak week,Free add-on for orders paid digitally,"Geo-target Thrissur customers with festival-specific messaging for rice, coconut, vegetables and sadya ingredients; start before the peak window.","Prioritize rice, coconut, vegetables and sadya ingredients; maintain safety stock and faster replenishment during peak days.",Add packing and delivery staff for peak order windows,Coordinate supplier replenishment before peak days,Demand spikes causing queueing and delivery delays,"Synthetic/example scenario: A delivery merchant in Thrissur sees rising rice, coconut, vegetables and sadya ingredients demand from families customers.","Increase rice, coconut, vegetables and sadya ingredients inventory by 20-35% and set a daily reorder threshold",0.78,"Synthetic example: Onam demand in Thrissur typically concentrates around 7-10 days before thiruvonam through the main day, with upi dominates quick purchases; cards used for higher-value orders; rice, coconut, vegetables and sadya ingredients is relevant to the selected merchant segment."
Onam,Thiruvonam; Onam Festival,Major regional cultural festival,Monsoon / August-September,10-day traditional festival; dates vary annually,Kerala; Malayali communities across India,Chennai,"Harvest and cultural festival associated with King Mahabali, family reunions and prosperity",Pookalam; Onam sadya; Vallam Kali; traditional dress; temple visits,Bulk buying and family-oriented shopping increases,High,7-10 days before Thiruvonam through the main day,jewellery: gold jewellery,travel booking,fashion retailer,migrant households,High UPI usage for small and medium tickets; cash remains relevant for local purchases,Buy-more-save-more on festive essentials,Free add-on for orders paid digitally,Geo-target Chennai customers with festival-specific messaging for gold jewellery; start before the peak window.,Prioritize gold jewellery; maintain safety stock and faster replenishment during peak days.,Add packing and delivery staff for peak order windows,Coordinate supplier replenishment before peak days,Demand spikes causing queueing and delivery delays,Synthetic/example scenario: A fashion retailer in Chennai sees rising gold jewellery demand from migrant households customers.,Add temporary staff for peak hours and pre-book delivery capacity,0.92,"Synthetic example: Onam demand in Chennai typically concentrates around 7-10 days before thiruvonam through the main day, with mixed cash and upi; customers use qr payments at neighbourhood merchants; gold jewellery is relevant to the selected merchant segment."
Onam,Thiruvonam; Onam Festival,Major regional cultural festival,Monsoon / August-September,10-day traditional festival; dates vary annually,Kerala; Malayali communities across India,Kozhikode,"Harvest and cultural festival associated with King Mahabali, family reunions and prosperity",Pookalam; Onam sadya; Vallam Kali; traditional dress; temple visits,Peak-hour walk-ins and quick digital orders increase,High,7-10 days before Thiruvonam through the main day,"grocery: rice, coconut, vegetables and sadya ingredients",event services,delivery merchant,young adults,UPI dominates quick purchases; cards used for higher-value orders,Buy-more-save-more on festive essentials,Small instant discount for digital payment,"Geo-target Kozhikode customers with festival-specific messaging for rice, coconut, vegetables and sadya ingredients; start before the peak window.","Prioritize rice, coconut, vegetables and sadya ingredients; maintain safety stock and faster replenishment during peak days.",Add packing and delivery staff for peak order windows,Pre-book local delivery slots and optimize routes,Price competition and promotion margin pressure,"Synthetic/example scenario: A delivery merchant in Kozhikode sees rising rice, coconut, vegetables and sadya ingredients demand from young adults customers.",Offer a minimum-order free-delivery threshold and track hourly demand,0.85,"Synthetic example: Onam demand in Kozhikode typically concentrates around 7-10 days before thiruvonam through the main day, with digital payments increase during peak hours; contactless/card usage for premium purchases; rice, coconut, vegetables and sadya ingredients is relevant to the selected merchant segment."
Onam,Thiruvonam; Onam Festival,Major regional cultural festival,Monsoon / August-September,10-day traditional festival; dates vary annually,Kerala; Malayali communities across India,Chennai,"Harvest and cultural festival associated with King Mahabali, family reunions and prosperity",Pookalam; Onam sadya; Vallam Kali; traditional dress; temple visits,Bulk buying and family-oriented shopping increases,High,7-10 days before Thiruvonam through the main day,jewellery: gold jewellery,digital payments,neighbourhood retailer,premium shoppers,UPI dominates quick purchases; cards used for higher-value orders,Festival bundle discount with minimum order value,Free add-on for orders paid digitally,Geo-target Chennai customers with festival-specific messaging for gold jewellery; start before the peak window.,Prioritize gold jewellery; maintain safety stock and faster replenishment during peak days.,Add packing and delivery staff for peak order windows,Increase last-mile capacity and packing material,Stockouts on fast-moving SKUs and late replenishment,Synthetic/example scenario: A neighbourhood retailer in Chennai sees rising gold jewellery demand from premium shoppers customers.,Increase gold jewellery inventory by 20-35% and set a daily reorder threshold,0.94,"Synthetic example: Onam demand in Chennai typically concentrates around 7-10 days before thiruvonam through the main day, with high upi usage for small and medium tickets; cash remains relevant for local purchases; gold jewellery is relevant to the selected merchant segment."
Onam,Thiruvonam; Onam Festival,Major regional cultural festival,Monsoon / August-September,10-day traditional festival; dates vary annually,Kerala; Malayali communities across India,Thiruvananthapuram,"Harvest and cultural festival associated with King Mahabali, family reunions and prosperity",Pookalam; Onam sadya; Vallam Kali; traditional dress; temple visits,Advance purchases rise before the main ritual day,High,7-10 days before Thiruvonam through the main day,fashion: kasavu sarees and traditional wear,home delivery,grocery store,office-goers,Mixed cash and UPI; customers use QR payments at neighbourhood merchants,Festival bundle discount with minimum order value,Higher loyalty points for UPI transactions,Geo-target Thiruvananthapuram customers with festival-specific messaging for kasavu sarees and traditional wear; start before the peak window.,Prioritize kasavu sarees and traditional wear; maintain safety stock and faster replenishment during peak days.,Add 1-2 sales/counter staff during peak hours,Coordinate supplier replenishment before peak days,Unsold seasonal inventory after the festival,Synthetic/example scenario: A grocery store in Thiruvananthapuram sees rising kasavu sarees and traditional wear demand from office-goers customers.,Create a festival bundle around kasavu sarees and traditional wear with a digital-payment incentive,0.86,"Synthetic example: Onam demand in Thiruvananthapuram typically concentrates around 7-10 days before thiruvonam through the main day, with upi dominates quick purchases; cards used for higher-value orders; kasavu sarees and traditional wear is relevant to the selected merchant segment."
Onam,Thiruvonam; Onam Festival,Major regional cultural festival,Monsoon / August-September,10-day traditional festival; dates vary annually,Kerala; Malayali communities across India,Kochi,"Harvest and cultural festival associated with King Mahabali, family reunions and prosperity",Pookalam; Onam sadya; Vallam Kali; traditional dress; temple visits,Peak-hour walk-ins and quick digital orders increase,High,7-10 days before Thiruvonam through the main day,sweets: payasam and festive food,digital payments,restaurant,premium shoppers,Mixed cash and UPI; customers use QR payments at neighbourhood merchants,Buy-more-save-more on festive essentials,Higher loyalty points for UPI transactions,Geo-target Kochi customers with festival-specific messaging for payasam and festive food; start before the peak window.,Prioritize payasam and festive food; maintain safety stock and faster replenishment during peak days.,Add 1-2 sales/counter staff during peak hours,Coordinate supplier replenishment before peak days,Stockouts on fast-moving SKUs and late replenishment,Synthetic/example scenario: A restaurant in Kochi sees rising payasam and festive food demand from premium shoppers customers.,Use targeted local messaging in Kochi and promote payasam and festive food 5-7 days early,0.79,"Synthetic example: Onam demand in Kochi typically concentrates around 7-10 days before thiruvonam through the main day, with mixed cash and upi; customers use qr payments at neighbourhood merchants; payasam and festive food is relevant to the selected merchant segment."
Onam,Thiruvonam; Onam Festival,Major regional cultural festival,Monsoon / August-September,10-day traditional festival; dates vary annually,Kerala; Malayali communities across India,Kochi,"Harvest and cultural festival associated with King Mahabali, family reunions and prosperity",Pookalam; Onam sadya; Vallam Kali; traditional dress; temple visits,Customers compare prices and respond to bundles,High,7-10 days before Thiruvonam through the main day,electronics: home appliances,travel booking,electronics retailer,premium shoppers,Digital payments increase during peak hours; contactless/card usage for premium purchases,Buy-more-save-more on festive essentials,Free add-on for orders paid digitally,Geo-target Kochi customers with festival-specific messaging for home appliances; start before the peak window.,Prioritize home appliances; maintain safety stock and faster replenishment during peak days.,Add 1-2 sales/counter staff during peak hours,Coordinate supplier replenishment before peak days,Cash-handling and reconciliation issues during peak hours,Synthetic/example scenario: A electronics retailer in Kochi sees rising home appliances demand from premium shoppers customers.,Add temporary staff for peak hours and pre-book delivery capacity,0.92,"Synthetic example: Onam demand in Kochi typically concentrates around 7-10 days before thiruvonam through the main day, with digital payments increase during peak hours; contactless/card usage for premium purchases; home appliances is relevant to the selected merchant segment."
Gudi Padwa,Ugadi-related New Year season; Marathi New Year; Samvatsar Padvo,Regional New Year festival,Spring / March-April,Usually 1 main day; date varies annually,Maharashtra; Goa; parts of Karnataka and nearby regions,Pune,"Marathi New Year marked by auspicious beginnings, prosperity and household celebrations",Gudi hoisting; rangoli; traditional meals; family visits; new purchases,Bulk buying and family-oriented shopping increases,Very High,Early planning window; 10-15 days before festival,electronics: new appliances and phones,salon/beauty services,restaurant,families,Mixed cash and UPI; customers use QR payments at neighbourhood merchants,Festival bundle discount with minimum order value,Free add-on for orders paid digitally,Geo-target Pune customers with festival-specific messaging for new appliances and phones; start before the peak window.,Prioritize new appliances and phones; maintain safety stock and faster replenishment during peak days.,"Cross-train staff for billing, packing and customer support",Coordinate supplier replenishment before peak days,Stockouts on fast-moving SKUs and late replenishment,Synthetic/example scenario: A restaurant in Pune sees rising new appliances and phones demand from families customers.,Create a festival bundle around new appliances and phones with a digital-payment incentive,0.88,"Synthetic example: Gudi Padwa demand in Pune typically concentrates around early planning window; 10-15 days before festival, with high upi usage for small and medium tickets; cash remains relevant for local purchases; new appliances and phones is relevant to the selected merchant segment."
Gudi Padwa,Ugadi-related New Year season; Marathi New Year; Samvatsar Padvo,Regional New Year festival,Spring / March-April,Usually 1 main day; date varies annually,Maharashtra; Goa; parts of Karnataka and nearby regions,Mumbai,"Marathi New Year marked by auspicious beginnings, prosperity and household celebrations",Gudi hoisting; rangoli; traditional meals; family visits; new purchases,Customers compare prices and respond to bundles,High,3-7 days before Gudi Padwa and festival day,grocery: puran poli ingredients and festive groceries,salon/beauty services,sweet shop,premium shoppers,Mixed cash and UPI; customers use QR payments at neighbourhood merchants,Festival bundle discount with minimum order value,UPI cashback or merchant-funded QR incentive,Geo-target Mumbai customers with festival-specific messaging for puran poli ingredients and festive groceries; start before the peak window.,Prioritize puran poli ingredients and festive groceries; maintain safety stock and faster replenishment during peak days.,Add 1-2 sales/counter staff during peak hours,Coordinate supplier replenishment before peak days,Price competition and promotion margin pressure,Synthetic/example scenario: A sweet shop in Mumbai sees rising puran poli ingredients and festive groceries demand from premium shoppers customers.,Increase puran poli ingredients and festive groceries inventory by 20-35% and set a daily reorder threshold,0.96,"Synthetic example: Gudi Padwa demand in Mumbai typically concentrates around 3-7 days before gudi padwa and festival day, with upi dominates quick purchases; cards used for higher-value orders; puran poli ingredients and festive groceries is relevant to the selected merchant segment."
Gudi Padwa,Ugadi-related New Year season; Marathi New Year; Samvatsar Padvo,Regional New Year festival,Spring / March-April,Usually 1 main day; date varies annually,Maharashtra; Goa; parts of Karnataka and nearby regions,Kolhapur,"Marathi New Year marked by auspicious beginnings, prosperity and household celebrations",Gudi hoisting; rangoli; traditional meals; family visits; new purchases,Peak-hour walk-ins and quick digital orders increase,High,3-7 days before Gudi Padwa and festival day,home: gudi decor and rangoli items,decor installation,electronics retailer,tourists/travellers,High UPI usage for small and medium tickets; cash remains relevant for local purchases,Loyalty points or wallet cashback on repeat purchases,UPI cashback or merchant-funded QR incentive,Geo-target Kolhapur customers with festival-specific messaging for gudi decor and rangoli items; start before the peak window.,Prioritize gudi decor and rangoli items; maintain safety stock and faster replenishment during peak days.,Add packing and delivery staff for peak order windows,Coordinate supplier replenishment before peak days,Cash-handling and reconciliation issues during peak hours,Synthetic/example scenario: A electronics retailer in Kolhapur sees rising gudi decor and rangoli items demand from tourists/travellers customers.,Increase gudi decor and rangoli items inventory by 20-35% and set a daily reorder threshold,0.88,"Synthetic example: Gudi Padwa demand in Kolhapur typically concentrates around 3-7 days before gudi padwa and festival day, with mixed cash and upi; customers use qr payments at neighbourhood merchants; gudi decor and rangoli items is relevant to the selected merchant segment."
Gudi Padwa,Ugadi-related New Year season; Marathi New Year; Samvatsar Padvo,Regional New Year festival,Spring / March-April,Usually 1 main day; date varies annually,Maharashtra; Goa; parts of Karnataka and nearby regions,Pune,"Marathi New Year marked by auspicious beginnings, prosperity and household celebrations",Gudi hoisting; rangoli; traditional meals; family visits; new purchases,Advance purchases rise before the main ritual day,High,3-7 days before Gudi Padwa and festival day,jewellery: gold and silver jewellery,home delivery,fashion retailer,budget-conscious shoppers,UPI dominates quick purchases; cards used for higher-value orders,Festival bundle discount with minimum order value,Small instant discount for digital payment,Geo-target Pune customers with festival-specific messaging for gold and silver jewellery; start before the peak window.,Prioritize gold and silver jewellery; maintain safety stock and faster replenishment during peak days.,Add 1-2 sales/counter staff during peak hours,Coordinate supplier replenishment before peak days,Price competition and promotion margin pressure,Synthetic/example scenario: A fashion retailer in Pune sees rising gold and silver jewellery demand from budget-conscious shoppers customers.,Add temporary staff for peak hours and pre-book delivery capacity,0.84,"Synthetic example: Gudi Padwa demand in Pune typically concentrates around 3-7 days before gudi padwa and festival day, with digital payments increase during peak hours; contactless/card usage for premium purchases; gold and silver jewellery is relevant to the selected merchant segment."
Gudi Padwa,Ugadi-related New Year season; Marathi New Year; Samvatsar Padvo,Regional New Year festival,Spring / March-April,Usually 1 main day; date varies annually,Maharashtra; Goa; parts of Karnataka and nearby regions,Pune,"Marathi New Year marked by auspicious beginnings, prosperity and household celebrations",Gudi hoisting; rangoli; traditional meals; family visits; new purchases,Gift-oriented and convenience-driven purchases increase,High,3-7 days before Gudi Padwa and festival day,fashion: Marathi traditional wear and sarees,salon/beauty services,neighbourhood retailer,migrant households,Mixed cash and UPI; customers use QR payments at neighbourhood merchants,5-10% category discount during peak week,Free add-on for orders paid digitally,Geo-target Pune customers with festival-specific messaging for Marathi traditional wear and sarees; start before the peak window.,Prioritize Marathi traditional wear and sarees; maintain safety stock and faster replenishment during peak days.,Add packing and delivery staff for peak order windows,Increase last-mile capacity and packing material,Price competition and promotion margin pressure,Synthetic/example scenario: A neighbourhood retailer in Pune sees rising Marathi traditional wear and sarees demand from migrant households customers.,Add temporary staff for peak hours and pre-book delivery capacity,0.86,"Synthetic example: Gudi Padwa demand in Pune typically concentrates around 3-7 days before gudi padwa and festival day, with high upi usage for small and medium tickets; cash remains relevant for local purchases; Marathi traditional wear and sarees is relevant to the selected merchant segment."
Gudi Padwa,Ugadi-related New Year season; Marathi New Year; Samvatsar Padvo,Regional New Year festival,Spring / March-April,Usually 1 main day; date varies annually,Maharashtra; Goa; parts of Karnataka and nearby regions,Mumbai,"Marathi New Year marked by auspicious beginnings, prosperity and household celebrations",Gudi hoisting; rangoli; traditional meals; family visits; new purchases,Advance purchases rise before the main ritual day,High,3-7 days before Gudi Padwa and festival day,grocery: puran poli ingredients and festive groceries,home delivery,neighbourhood retailer,migrant households,UPI dominates quick purchases; cards used for higher-value orders,Festival bundle discount with minimum order value,Small instant discount for digital payment,Geo-target Mumbai customers with festival-specific messaging for puran poli ingredients and festive groceries; start before the peak window.,Prioritize puran poli ingredients and festive groceries; maintain safety stock and faster replenishment during peak days.,Add packing and delivery staff for peak order windows,Increase last-mile capacity and packing material,Cash-handling and reconciliation issues during peak hours,Synthetic/example scenario: A neighbourhood retailer in Mumbai sees rising puran poli ingredients and festive groceries demand from migrant households customers.,Increase puran poli ingredients and festive groceries inventory by 20-35% and set a daily reorder threshold,0.82,"Synthetic example: Gudi Padwa demand in Mumbai typically concentrates around 3-7 days before gudi padwa and festival day, with upi dominates quick purchases; cards used for higher-value orders; puran poli ingredients and festive groceries is relevant to the selected merchant segment."
Gudi Padwa,Ugadi-related New Year season; Marathi New Year; Samvatsar Padvo,Regional New Year festival,Spring / March-April,Usually 1 main day; date varies annually,Maharashtra; Goa; parts of Karnataka and nearby regions,Mumbai,"Marathi New Year marked by auspicious beginnings, prosperity and household celebrations",Gudi hoisting; rangoli; traditional meals; family visits; new purchases,Gift-oriented and convenience-driven purchases increase,High,3-7 days before Gudi Padwa and festival day,electronics: new appliances and phones,gift delivery,fashion retailer,budget-conscious shoppers,UPI dominates quick purchases; cards used for higher-value orders,Festival bundle discount with minimum order value,Free add-on for orders paid digitally,Geo-target Mumbai customers with festival-specific messaging for new appliances and phones; start before the peak window.,Prioritize new appliances and phones; maintain safety stock and faster replenishment during peak days.,Add 1-2 sales/counter staff during peak hours,Pre-book local delivery slots and optimize routes,Stockouts on fast-moving SKUs and late replenishment,Synthetic/example scenario: A fashion retailer in Mumbai sees rising new appliances and phones demand from budget-conscious shoppers customers.,Use targeted local messaging in Mumbai and promote new appliances and phones 5-7 days early,0.94,"Synthetic example: Gudi Padwa demand in Mumbai typically concentrates around 3-7 days before gudi padwa and festival day, with mixed cash and upi; customers use qr payments at neighbourhood merchants; new appliances and phones is relevant to the selected merchant segment."
Gudi Padwa,Ugadi-related New Year season; Marathi New Year; Samvatsar Padvo,Regional New Year festival,Spring / March-April,Usually 1 main day; date varies annually,Maharashtra; Goa; parts of Karnataka and nearby regions,Mumbai,"Marathi New Year marked by auspicious beginnings, prosperity and household celebrations",Gudi hoisting; rangoli; traditional meals; family visits; new purchases,Bulk buying and family-oriented shopping increases,High,3-7 days before Gudi Padwa and festival day,fashion: Marathi traditional wear and sarees,gift delivery,grocery store,premium shoppers,Mixed cash and UPI; customers use QR payments at neighbourhood merchants,Festival bundle discount with minimum order value,UPI cashback or merchant-funded QR incentive,Geo-target Mumbai customers with festival-specific messaging for Marathi traditional wear and sarees; start before the peak window.,Prioritize Marathi traditional wear and sarees; maintain safety stock and faster replenishment during peak days.,Add 1-2 sales/counter staff during peak hours,Pre-book local delivery slots and optimize routes,Demand spikes causing queueing and delivery delays,Synthetic/example scenario: A grocery store in Mumbai sees rising Marathi traditional wear and sarees demand from premium shoppers customers.,Use targeted local messaging in Mumbai and promote Marathi traditional wear and sarees 5-7 days early,0.85,"Synthetic example: Gudi Padwa demand in Mumbai typically concentrates around 3-7 days before gudi padwa and festival day, with digital payments increase during peak hours; contactless/card usage for premium purchases; Marathi traditional wear and sarees is relevant to the selected merchant segment."
Gudi Padwa,Ugadi-related New Year season; Marathi New Year; Samvatsar Padvo,Regional New Year festival,Spring / March-April,Usually 1 main day; date varies annually,Maharashtra; Goa; parts of Karnataka and nearby regions,Nagpur,"Marathi New Year marked by auspicious beginnings, prosperity and household celebrations",Gudi hoisting; rangoli; traditional meals; family visits; new purchases,Bulk buying and family-oriented shopping increases,High,3-7 days before Gudi Padwa and festival day,sweets: shrikhand and festive sweets,home delivery,restaurant,young adults,UPI dominates quick purchases; cards used for higher-value orders,Loyalty points or wallet cashback on repeat purchases,Free add-on for orders paid digitally,Geo-target Nagpur customers with festival-specific messaging for shrikhand and festive sweets; start before the peak window.,Prioritize shrikhand and festive sweets; maintain safety stock and faster replenishment during peak days.,"Cross-train staff for billing, packing and customer support",Increase last-mile capacity and packing material,Stockouts on fast-moving SKUs and late replenishment,Synthetic/example scenario: A restaurant in Nagpur sees rising shrikhand and festive sweets demand from young adults customers.,Increase shrikhand and festive sweets inventory by 20-35% and set a daily reorder threshold,0.96,"Synthetic example: Gudi Padwa demand in Nagpur typically concentrates around 3-7 days before gudi padwa and festival day, with high upi usage for small and medium tickets; cash remains relevant for local purchases; shrikhand and festive sweets is relevant to the selected merchant segment."
Gudi Padwa,Ugadi-related New Year season; Marathi New Year; Samvatsar Padvo,Regional New Year festival,Spring / March-April,Usually 1 main day; date varies annually,Maharashtra; Goa; parts of Karnataka and nearby regions,Mumbai,"Marathi New Year marked by auspicious beginnings, prosperity and household celebrations",Gudi hoisting; rangoli; traditional meals; family visits; new purchases,Advance purchases rise before the main ritual day,High,3-7 days before Gudi Padwa and festival day,home: gudi decor and rangoli items,gift delivery,jewellery store,office-goers,Mixed cash and UPI; customers use QR payments at neighbourhood merchants,Free delivery above a threshold,Small instant discount for digital payment,Geo-target Mumbai customers with festival-specific messaging for gudi decor and rangoli items; start before the peak window.,Prioritize gudi decor and rangoli items; maintain safety stock and faster replenishment during peak days.,Add 1-2 sales/counter staff during peak hours,Coordinate supplier replenishment before peak days,Unsold seasonal inventory after the festival,Synthetic/example scenario: A jewellery store in Mumbai sees rising gudi decor and rangoli items demand from office-goers customers.,Create a festival bundle around gudi decor and rangoli items with a digital-payment incentive,0.95,"Synthetic example: Gudi Padwa demand in Mumbai typically concentrates around 3-7 days before gudi padwa and festival day, with upi dominates quick purchases; cards used for higher-value orders; gudi decor and rangoli items is relevant to the selected merchant segment."
Gudi Padwa,Ugadi-related New Year season; Marathi New Year; Samvatsar Padvo,Regional New Year festival,Spring / March-April,Usually 1 main day; date varies annually,Maharashtra; Goa; parts of Karnataka and nearby regions,Thane,"Marathi New Year marked by auspicious beginnings, prosperity and household celebrations",Gudi hoisting; rangoli; traditional meals; family visits; new purchases,Bulk buying and family-oriented shopping increases,Very High,3-7 days before Gudi Padwa and festival day,electronics: new appliances and phones,salon/beauty services,sweet shop,budget-conscious shoppers,Mixed cash and UPI; customers use QR payments at neighbourhood merchants,Free delivery above a threshold,Small instant discount for digital payment,Geo-target Thane customers with festival-specific messaging for new appliances and phones; start before the peak window.,Prioritize new appliances and phones; maintain safety stock and faster replenishment during peak days.,Add packing and delivery staff for peak order windows,Pre-book local delivery slots and optimize routes,Price competition and promotion margin pressure,Synthetic/example scenario: A sweet shop in Thane sees rising new appliances and phones demand from budget-conscious shoppers customers.,Offer a minimum-order free-delivery threshold and track hourly demand,0.87,"Synthetic example: Gudi Padwa demand in Thane typically concentrates around 3-7 days before gudi padwa and festival day, with mixed cash and upi; customers use qr payments at neighbourhood merchants; new appliances and phones is relevant to the selected merchant segment."
Gudi Padwa,Ugadi-related New Year season; Marathi New Year; Samvatsar Padvo,Regional New Year festival,Spring / March-April,Usually 1 main day; date varies annually,Maharashtra; Goa; parts of Karnataka and nearby regions,Thane,"Marathi New Year marked by auspicious beginnings, prosperity and household celebrations",Gudi hoisting; rangoli; traditional meals; family visits; new purchases,Peak-hour walk-ins and quick digital orders increase,High,3-7 days before Gudi Padwa and festival day,sweets: shrikhand and festive sweets,salon/beauty services,sweet shop,families,Mixed cash and UPI; customers use QR payments at neighbourhood merchants,Loyalty points or wallet cashback on repeat purchases,Higher loyalty points for UPI transactions,Geo-target Thane customers with festival-specific messaging for shrikhand and festive sweets; start before the peak window.,Prioritize shrikhand and festive sweets; maintain safety stock and faster replenishment during peak days.,Add packing and delivery staff for peak order windows,Increase last-mile capacity and packing material,Unsold seasonal inventory after the festival,Synthetic/example scenario: A sweet shop in Thane sees rising shrikhand and festive sweets demand from families customers.,Use targeted local messaging in Thane and promote shrikhand and festive sweets 5-7 days early,0.88,"Synthetic example: Gudi Padwa demand in Thane typically concentrates around 3-7 days before gudi padwa and festival day, with digital payments increase during peak hours; contactless/card usage for premium purchases; shrikhand and festive sweets is relevant to the selected merchant segment."
